dni,category,amount,timestamp
44761343P,internet,-42.0,2023-04-08T09:16:54
44761343P,phone,-39.51,2023-04-08T19:30:28
44761343P,leisure,-39.01,2023-04-08T11:22:21
44761343P,clothing,-151.23,2023-04-08T00:35:09
44761343P,cash,-100.0,2023-04-09T10:32:22
44761343P,cash,-100.0,2023-04-10T12:17:11
44761343P,leisure,-45.94,2023-04-14T03:11:55
44761343P,food,-94.66,2023-04-16T16:48:57
44761343P,food,-63.97,2023-04-17T13:08:50
44761343P,cash,-100.0,2023-04-17T08:17:05
44761343P,gifts,-163.05,2023-04-17T12:34:46
44761343P,leisure,-43.61,2023-04-20T11:48:41
44761343P,children,-545.95,2023-04-22T22:32:01
44761343P,cash,-100.0,2023-04-23T10:11:05
44761343P,repairs,-175.49,2023-04-23T10:27:04
44761343P,gifts,-310.23,2023-04-23T12:53:58
44761343P,children,-535.03,2023-04-23T08:22:46
44761343P,food,-92.76,2023-04-24T15:57:05
44761343P,leisure,-60.75,2023-04-25T14:13:52
44761343P,cash,-100.0,2023-04-25T23:46:36
44761343P,transport,-76.23,2023-04-26T14:24:06
44761343P,cash,-100.0,2023-04-26T19:21:48
44761343P,transport,-54.02,2023-04-28T19:54:25
44761343P,cash,-100.0,2023-04-28T15:48:29
44761343P,transport,-53.96,2023-04-29T09:50:19
44761343P,leisure,-27.2,2023-04-29T18:53:21
44761343P,education,-76.72,2023-04-29T18:23:26
44761343P,transport,-66.26,2023-04-30T12:13:04
44761343P,salary,2110.04,2023-05-01T11:17:03
44761343P,cash,-100.0,2023-05-01T14:28:57
44761343P,cash,-100.0,2023-05-02T14:54:13
44761343P,education,-77.87,2023-05-03T13:21:19
44761343P,mortgage,-919.36,2023-05-04T08:57:39
44761343P,education,-46.4,2023-05-04T09:04:03
44761343P,internet,-42.0,2023-05-05T18:46:05
44761343P,cash,-100.0,2023-05-06T15:33:18
44761343P,repairs,-89.4,2023-05-06T18:13:44
44761343P,food,-116.64,2023-05-07T04:50:02
44761343P,water,-20.86,2023-05-08T01:34:01
44761343P,electricity,-76.85,2023-05-08T14:59:06
44761343P,gas,-57.56,2023-05-08T11:47:53
44761343P,phone,-39.35,2023-05-08T18:48:26
44761343P,cash,-100.0,2023-05-08T13:46:13
44761343P,clothing,-159.36,2023-05-09T09:44:10
44761343P,transport,-79.56,2023-05-10T15:42:49
44761343P,gifts,-816.21,2023-05-13T19:03:45
44761343P,leisure,-49.12,2023-05-14T12:22:20
44761343P,food,-118.13,2023-05-16T04:14:57
44761343P,education,-75.41,2023-05-18T12:23:26
44761343P,leisure,-53.53,2023-05-22T18:29:36
44761343P,leisure,-76.74,2023-05-23T11:08:32
44761343P,cash,-100.0,2023-05-23T18:15:45
44761343P,food,-88.09,2023-05-24T15:04:29
44761343P,children,-275.26,2023-05-24T08:04:23
44761343P,leisure,-50.58,2023-05-25T14:51:31
44761343P,repairs,-205.93,2023-05-25T16:32:45
44761343P,leisure,-60.14,2023-05-30T15:38:57
44761343P,education,-55.9,2023-05-30T12:56:15
44761343P,salary,2110.04,2023-06-01T08:19:52
44761343P,salary_bonus,1566.19,2023-06-01T08:19:52
44761343P,leisure,-72.35,2023-06-01T09:35:18
44761343P,transport,-62.39,2023-06-02T10:21:45
44761343P,clothing,-137.87,2023-06-03T15:12:03
44761343P,mortgage,-919.36,2023-06-04T16:09:58
44761343P,internet,-42.0,2023-06-05T12:25:12
44761343P,electricity,-53.66,2023-06-06T17:31:22
44761343P,water,-43.93,2023-06-07T12:56:54
44761343P,gas,-106.18,2023-06-07T23:03:54
44761343P,food,-120.2,2023-06-07T08:27:39
44761343P,clothing,-89.43,2023-06-07T17:13:27
44761343P,cash,-100.0,2023-06-07T20:58:54
44761343P,phone,-42.62,2023-06-08T19:49:54
44761343P,food,-69.03,2023-06-08T13:25:29
44761343P,leisure,-44.87,2023-06-08T18:59:08
44761343P,cash,-100.0,2023-06-08T21:29:40
44761343P,education,-73.53,2023-06-09T14:10:04
44761343P,cash,-100.0,2023-06-09T18:25:07
44761343P,gifts,-842.7,2023-06-10T13:10:34
44761343P,gifts,-807.23,2023-06-18T13:38:02
44761343P,leisure,-67.5,2023-06-19T18:27:40
44761343P,clothing,-46.29,2023-06-19T10:26:15
44761343P,repairs,-163.1,2023-06-21T16:23:10
44761343P,children,-223.44,2023-06-22T16:37:31
44761343P,cash,-100.0,2023-06-23T20:16:10
44761343P,repairs,-159.14,2023-06-24T12:56:05
44761343P,leisure,-67.87,2023-06-27T19:16:09
44761343P,cash,-100.0,2023-06-28T15:02:37
44761343P,gifts,-138.06,2023-06-28T18:11:53
44761343P,food,-69.4,2023-06-29T08:53:52
44761343P,repairs,-131.39,2023-06-30T18:25:17
44761343P,gifts,-142.96,2023-06-30T19:00:46
44761343P,children,-521.22,2023-06-30T07:03:03
44761343P,salary,2110.04,2023-07-01T23:32:17
44761343P,repairs,-188.13,2023-07-01T17:58:51
44761343P,transport,-71.88,2023-07-02T05:27:28
44761343P,mortgage,-919.36,2023-07-04T18:50:48
44761343P,clothing,-128.99,2023-07-04T09:43:47
44761343P,gifts,-468.17,2023-07-04T09:16:13
44761343P,gas,-94.62,2023-07-05T13:54:07
44761343P,internet,-42.0,2023-07-05T10:43:15
44761343P,phone,-30.06,2023-07-05T09:50:38
44761343P,leisure,-46.21,2023-07-05T21:57:07
44761343P,gifts,-429.33,2023-07-05T06:33:32
44761343P,food,-77.79,2023-07-06T07:22:13
44761343P,cash,-100.0,2023-07-06T20:27:03
44761343P,electricity,-81.52,2023-07-07T14:26:19
44761343P,cash,-100.0,2023-07-07T12:01:54
44761343P,water,-32.43,2023-07-08T20:57:34
44761343P,gifts,-81.25,2023-07-12T15:43:02
44761343P,leisure,-24.77,2023-07-13T11:33:53
44761343P,gifts,-686.07,2023-07-13T03:15:11
44761343P,cash,-100.0,2023-07-14T13:53:28
44761343P,transport,-78.0,2023-07-15T02:04:31
44761343P,transport,-53.76,2023-07-16T04:03:58
44761343P,transport,-42.87,2023-07-17T17:30:11
44761343P,children,-497.64,2023-07-17T18:15:01
44761343P,gifts,-364.04,2023-07-19T09:07:12
44761343P,cash,-100.0,2023-07-20T11:52:11
44761343P,leisure,-42.14,2023-07-26T11:44:35
44761343P,repairs,-114.06,2023-07-26T18:34:13
44761343P,cash,-100.0,2023-07-28T10:58:38
44761343P,repairs,-117.37,2023-07-28T17:37:54
44761343P,cash,-100.0,2023-07-29T10:59:32
44761343P,cash,-100.0,2023-07-30T18:10:34
44761343P,gifts,-756.02,2023-07-30T02:56:54
44761343P,salary,2110.04,2023-08-01T16:49:41
44761343P,extra_income,256.01,2023-08-01T16:49:41
44761343P,transport,-76.79,2023-08-02T20:51:35
44761343P,mortgage,-919.36,2023-08-04T14:30:27
44761343P,electricity,-41.41,2023-08-05T19:54:23
44761343P,phone,-39.56,2023-08-05T04:49:09
44761343P,water,-42.1,2023-08-06T10:33:45
44761343P,gas,-81.76,2023-08-06T13:18:11
44761343P,food,-120.38,2023-08-06T12:22:40
44761343P,internet,-42.0,2023-08-07T20:19:48
44761343P,education,-66.19,2023-08-07T12:04:57
44761343P,cash,-100.0,2023-08-07T17:03:03
44761343P,food,-93.97,2023-08-12T11:45:18
44761343P,leisure,-44.06,2023-08-12T20:30:33
44761343P,repairs,-201.9,2023-08-12T15:32:58
44761343P,gifts,-347.18,2023-08-13T22:45:27
44761343P,transport,-46.76,2023-08-18T13:02:00
44761343P,clothing,-110.44,2023-08-21T17:48:53
44761343P,cash,-100.0,2023-08-21T13:07:08
44761343P,gifts,-292.92,2023-08-22T06:14:06
44761343P,food,-109.44,2023-08-23T18:08:04
44761343P,cash,-100.0,2023-08-23T20:01:30
44761343P,cash,-100.0,2023-08-25T14:34:56
44761343P,leisure,-64.35,2023-08-26T14:52:28
44761343P,leisure,-57.44,2023-08-27T16:04:07
44761343P,transport,-63.04,2023-08-28T22:22:52
44761343P,cash,-100.0,2023-08-28T14:20:49
44761343P,cash,-100.0,2023-08-30T12:05:38
44761343P,salary,2110.04,2023-09-01T14:15:56
44761343P,food,-86.03,2023-09-01T09:24:37
44761343P,clothing,-62.75,2023-09-01T15:55:40
44761343P,cash,-100.0,2023-09-02T17:56:26
44761343P,mortgage,-919.36,2023-09-04T10:50:15
44761343P,gifts,-835.78,2023-09-05T15:44:39
44761343P,gas,-35.56,2023-09-06T12:19:29
44761343P,leisure,-84.37,2023-09-06T11:15:53
44761343P,water,-27.34,2023-09-07T16:26:47
44761343P,internet,-42.0,2023-09-07T19:47:13
44761343P,phone,-40.23,2023-09-07T12:41:19
44761343P,leisure,-74.07,2023-09-07T20:17:24
44761343P,electricity,-70.33,2023-09-08T19:45:40
44761343P,cash,-100.0,2023-09-08T15:35:10
44761343P,leisure,-23.44,2023-09-09T14:17:48
44761343P,gifts,-369.78,2023-09-10T18:24:41
44761343P,food,-109.29,2023-09-11T15:11:52
44761343P,leisure,-27.3,2023-09-11T11:01:53
44761343P,cash,-100.0,2023-09-12T14:17:21
44761343P,children,-653.54,2023-09-12T05:19:47
44761343P,cash,-100.0,2023-09-13T11:49:09
44761343P,leisure,-42.32,2023-09-14T08:55:40
44761343P,clothing,-69.15,2023-09-14T23:57:37
44761343P,gifts,-568.51,2023-09-14T18:02:35
44761343P,food,-86.95,2023-09-16T16:26:04
44761343P,transport,-46.67,2023-09-17T10:29:11
44761343P,cash,-100.0,2023-09-17T05:31:55
44761343P,gifts,-573.5,2023-09-17T10:00:27
44761343P,leisure,-25.02,2023-09-18T13:40:08
44761343P,cash,-100.0,2023-09-18T17:05:58
44761343P,leisure,-50.9,2023-09-19T17:01:58
44761343P,transport,-85.67,2023-09-20T08:43:12
44761343P,repairs,-188.66,2023-09-21T09:59:33
44761343P,food,-64.97,2023-09-23T20:50:43
44761343P,transport,-73.62,2023-09-23T09:38:21
44761343P,gifts,-218.44,2023-09-24T10:07:37
44761343P,cash,-100.0,2023-09-25T00:17:27
44761343P,food,-114.33,2023-09-26T17:38:58
44761343P,gifts,-757.63,2023-09-26T19:39:58
44761343P,repairs,-324.84,2023-09-27T18:14:51
44761343P,repairs,-303.06,2023-09-28T12:08:36
44761343P,cash,-100.0,2023-09-29T13:02:43
44761343P,food,-81.65,2023-09-30T12:53:22
44761343P,leisure,-30.58,2023-09-30T09:49:22
44761343P,travel,-1239.72,2023-09-30T22:41:28
44761343P,salary,2110.04,2023-10-01T09:47:33
44761343P,food,-80.45,2023-10-02T16:29:42
44761343P,gifts,-752.93,2023-10-02T16:31:47
44761343P,mortgage,-919.36,2023-10-04T13:01:44
44761343P,phone,-40.92,2023-10-05T15:41:08
44761343P,leisure,-41.3,2023-10-05T08:12:46
44761343P,appliances,-332.3,2023-10-05T09:42:29
44761343P,water,-21.53,2023-10-07T07:51:09
44761343P,electricity,-87.6,2023-10-08T08:07:43
44761343P,gas,-100.24,2023-10-08T19:59:08
44761343P,internet,-42.0,2023-10-08T18:29:35
44761343P,food,-72.75,2023-10-08T11:42:10
44761343P,food,-97.0,2023-10-09T08:44:56
44761343P,transport,-84.93,2023-10-09T16:34:18
44761343P,education,-59.86,2023-10-09T11:51:50
44761343P,appliances,-296.3,2023-10-11T23:32:33
44761343P,clothing,-82.65,2023-10-12T16:31:37
44761343P,education,-61.72,2023-10-12T16:43:44
44761343P,transport,-52.18,2023-10-13T19:35:49
44761343P,leisure,-50.71,2023-10-15T13:32:11
44761343P,repairs,-240.11,2023-10-16T16:34:16
44761343P,repairs,-132.0,2023-10-17T14:34:29
44761343P,food,-104.26,2023-10-19T18:09:57
44761343P,gifts,-145.7,2023-10-19T20:53:11
44761343P,repairs,-93.22,2023-10-20T12:16:50
44761343P,leisure,-59.21,2023-10-21T12:56:42
44761343P,leisure,-75.25,2023-10-22T18:12:46
44761343P,education,-57.99,2023-10-23T11:40:41
44761343P,repairs,-314.96,2023-10-23T20:53:13
44761343P,food,-89.19,2023-10-25T13:49:28
44761343P,food,-104.11,2023-10-27T01:13:11
44761343P,cash,-100.0,2023-10-28T05:49:45
44761343P,gifts,-118.53,2023-10-29T17:11:32
44761343P,food,-74.43,2023-10-30T00:59:42
44761343P,healthcare,-169.3,2023-10-31T11:03:03
44761343P,salary,2110.04,2023-11-01T08:41:06
44761343P,transport,-41.06,2023-11-02T23:46:55
44761343P,transport,-47.25,2023-11-03T03:19:30
44761343P,mortgage,-919.36,2023-11-04T20:39:56
44761343P,leisure,-76.89,2023-11-04T11:05:10
44761343P,healthcare,-96.93,2023-11-04T15:05:50
44761343P,cash,-100.0,2023-11-04T11:35:31
44761343P,repairs,-304.23,2023-11-04T10:23:10
44761343P,gas,-106.77,2023-11-05T10:37:13
44761343P,transport,-53.62,2023-11-05T20:00:47
44761343P,education,-52.4,2023-11-06T14:57:56
44761343P,water,-23.98,2023-11-07T11:34:41
44761343P,internet,-42.0,2023-11-07T17:28:15
44761343P,transport,-80.41,2023-11-07T12:47:59
44761343P,electricity,-87.57,2023-11-08T21:11:18
44761343P,phone,-38.81,2023-11-08T17:22:48
44761343P,children,-216.22,2023-11-08T20:48:26
44761343P,cash,-100.0,2023-11-09T23:35:19
44761343P,appliances,-79.47,2023-11-09T08:16:38
44761343P,transport,-41.27,2023-11-15T17:13:42
44761343P,transport,-42.53,2023-11-19T20:09:41
44761343P,cash,-100.0,2023-11-20T15:43:39
44761343P,repairs,-247.01,2023-11-20T11:41:14
44761343P,children,-420.16,2023-11-20T20:21:38
44761343P,education,-77.81,2023-11-21T10:14:23
44761343P,transport,-85.61,2023-11-22T09:38:53
44761343P,cash,-100.0,2023-11-23T13:13:15
44761343P,clothing,-93.89,2023-11-24T21:50:10
44761343P,cash,-100.0,2023-11-25T12:45:17
44761343P,food,-115.57,2023-11-27T17:43:49
44761343P,gifts,-574.42,2023-11-28T11:18:32
44761343P,gifts,-249.91,2023-11-29T17:29:18
44761343P,salary,2110.04,2023-12-01T19:02:35
44761343P,extra_income,256.01,2023-12-01T19:02:35
44761343P,salary_bonus,1605.13,2023-12-01T19:02:35
44761343P,leisure,-70.08,2023-12-01T09:30:29
44761343P,education,-78.3,2023-12-01T10:24:40
44761343P,transport,-61.75,2023-12-03T17:50:28
44761343P,leisure,-63.28,2023-12-03T11:59:25
44761343P,mortgage,-919.36,2023-12-04T13:20:42
44761343P,cash,-100.0,2023-12-04T21:10:40
44761343P,leisure,-39.48,2023-12-06T08:10:22
44761343P,food,-109.49,2023-12-07T20:34:44
44761343P,healthcare,-162.52,2023-12-07T08:58:14
44761343P,water,-29.4,2023-12-08T05:59:33
44761343P,electricity,-24.16,2023-12-08T20:10:09
44761343P,gas,-109.21,2023-12-08T14:11:39
44761343P,internet,-42.0,2023-12-08T09:12:21
44761343P,phone,-37.09,2023-12-08T12:30:01
44761343P,gifts,-77.01,2023-12-09T15:48:32
44761343P,food,-101.8,2023-12-10T16:14:06
44761343P,repairs,-255.3,2023-12-11T07:50:36
44761343P,food,-120.16,2023-12-12T14:56:57
44761343P,healthcare,-101.78,2023-12-13T17:43:04
44761343P,cash,-100.0,2023-12-13T20:15:11
44761343P,food,-82.84,2023-12-14T15:15:10
44761343P,repairs,-156.31,2023-12-14T15:47:00
44761343P,education,-73.49,2023-12-15T15:54:25
44761343P,leisure,-61.41,2023-12-16T18:28:48
44761343P,cash,-100.0,2023-12-16T18:39:54
44761343P,repairs,-290.79,2023-12-16T16:00:53
44761343P,healthcare,-156.43,2023-12-19T10:34:11
44761343P,cash,-100.0,2023-12-20T20:24:04
44761343P,food,-98.55,2023-12-21T11:51:50
44761343P,repairs,-207.68,2023-12-21T23:33:34
44761343P,clothing,-119.71,2023-12-23T08:15:59
44761343P,transport,-83.59,2023-12-24T10:33:10
44761343P,transport,-74.98,2023-12-25T19:58:41
44761343P,cash,-100.0,2023-12-25T10:29:33
44761343P,clothing,-120.03,2023-12-27T17:39:31
44761343P,travel,-1389.26,2023-12-27T09:27:32
44761343P,repairs,-172.15,2023-12-27T14:08:14
44761343P,healthcare,-186.24,2023-12-28T16:53:24
44761343P,children,-627.74,2023-12-28T12:58:18
44761343P,salary,2173.48,2024-01-01T17:12:50
44761343P,food,-68.62,2024-01-02T23:03:29
44761343P,education,-52.67,2024-01-02T05:22:45
44761343P,children,-433.78,2024-01-02T06:09:23
44761343P,children,-553.36,2024-01-03T16:02:38
44761343P,mortgage,-919.36,2024-01-04T18:45:40
44761343P,leisure,-63.84,2024-01-04T17:51:53
44761343P,education,-52.12,2024-01-04T19:36:29
44761343P,water,-41.19,2024-01-05T11:19:41
44761343P,gas,-95.35,2024-01-05T12:53:50
44761343P,phone,-40.89,2024-01-06T20:26:23
44761343P,food,-103.94,2024-01-06T11:10:20
44761343P,appliances,-323.94,2024-01-06T17:34:30
44761343P,electricity,-36.57,2024-01-07T20:30:19
44761343P,food,-103.91,2024-01-07T08:24:45
44761343P,leisure,-39.77,2024-01-07T20:48:13
44761343P,internet,-42.0,2024-01-08T13:36:57
44761343P,transport,-58.0,2024-01-08T11:05:19
44761343P,clothing,-107.37,2024-01-08T13:57:35
44761343P,food,-65.45,2024-01-09T20:18:40
44761343P,clothing,-111.95,2024-01-09T16:28:07
44761343P,food,-71.42,2024-01-10T15:01:55
44761343P,clothing,-127.23,2024-01-11T20:33:45
44761343P,cash,-100.0,2024-01-11T09:00:48
44761343P,repairs,-234.77,2024-01-11T08:13:21
44761343P,leisure,-78.12,2024-01-12T10:04:11
44761343P,repairs,-232.46,2024-01-12T13:17:13
44761343P,healthcare,-168.6,2024-01-14T13:56:13
44761343P,transport,-51.26,2024-01-15T13:14:30
44761343P,food,-101.4,2024-01-16T20:55:27
44761343P,clothing,-77.32,2024-01-16T06:20:49
44761343P,food,-92.27,2024-01-17T05:01:44
44761343P,transport,-49.3,2024-01-19T13:53:03
44761343P,repairs,-294.05,2024-01-19T09:12:56
44761343P,education,-78.3,2024-01-22T19:17:07
44761343P,transport,-67.99,2024-01-26T14:34:37
44761343P,food,-121.16,2024-01-27T14:13:55
44761343P,repairs,-247.97,2024-01-27T20:40:15
44761343P,gifts,-405.52,2024-01-28T10:02:01
44761343P,cash,-100.0,2024-01-30T21:35:43
44761343P,salary,2173.48,2024-02-01T13:03:29
44761343P,gifts,-29.36,2024-02-01T10:29:31
44761343P,food,-110.33,2024-02-02T10:48:07
44761343P,education,-52.14,2024-02-03T09:24:46
44761343P,mortgage,-919.36,2024-02-04T08:01:08
44761343P,food,-98.63,2024-02-04T16:30:47
44761343P,phone,-43.97,2024-02-06T20:05:54
44761343P,repairs,-142.48,2024-02-07T19:24:25
44761343P,gifts,-572.75,2024-02-07T12:11:08
44761343P,water,-21.48,2024-02-08T23:21:45
44761343P,electricity,-64.34,2024-02-08T19:49:13
44761343P,gas,-46.02,2024-02-08T15:34:15
44761343P,internet,-42.0,2024-02-08T13:07:59
44761343P,food,-70.93,2024-02-08T18:17:45
44761343P,repairs,-109.32,2024-02-08T15:42:31
44761343P,cash,-100.0,2024-02-09T11:56:57
44761343P,leisure,-49.8,2024-02-10T09:55:27
44761343P,travel,-328.28,2024-02-10T17:01:54
44761343P,food,-73.23,2024-02-13T10:28:16
44761343P,travel,-391.05,2024-02-13T11:48:28
44761343P,food,-66.28,2024-02-14T10:13:10
44761343P,transport,-45.05,2024-02-15T12:18:59
44761343P,leisure,-53.13,2024-02-15T12:33:19
44761343P,transport,-69.54,2024-02-17T08:34:25
44761343P,leisure,-78.75,2024-02-18T12:27:48
44761343P,cash,-100.0,2024-02-20T10:07:47
44761343P,food,-111.52,2024-02-21T16:46:19
44761343P,gifts,-172.25,2024-02-21T23:54:15
44761343P,children,-506.22,2024-02-22T20:47:08
44761343P,food,-115.2,2024-02-23T16:23:05
44761343P,clothing,-108.79,2024-02-23T15:30:10
44761343P,cash,-100.0,2024-02-24T17:02:25
44761343P,leisure,-39.0,2024-02-26T12:40:21
44761343P,cash,-100.0,2024-02-27T14:12:42
44761343P,children,-669.73,2024-02-28T18:13:11
44761343P,leisure,-28.67,2024-02-29T17:29:12
44761343P,salary,2173.48,2024-03-01T22:22:47
44761343P,extra_income,256.01,2024-03-01T22:22:47
44761343P,transport,-88.53,2024-03-01T10:02:55
44761343P,repairs,-112.63,2024-03-01T16:03:53
44761343P,leisure,-57.88,2024-03-02T11:50:35
44761343P,mortgage,-919.36,2024-03-04T08:38:08
44761343P,food,-122.44,2024-03-05T09:58:22
44761343P,gifts,-174.42,2024-03-05T23:20:36
44761343P,internet,-42.0,2024-03-06T05:08:26
44761343P,gifts,-132.77,2024-03-06T10:22:37
44761343P,water,-20.27,2024-03-07T14:15:04
44761343P,gas,-57.99,2024-03-07T15:49:00
44761343P,cash,-100.0,2024-03-07T13:49:09
44761343P,electricity,-37.34,2024-03-08T15:31:52
44761343P,phone,-40.22,2024-03-08T23:07:09
44761343P,appliances,-115.52,2024-03-10T17:23:21
44761343P,cash,-100.0,2024-03-12T10:44:21
44761343P,cash,-100.0,2024-03-16T19:24:07
44761343P,leisure,-33.79,2024-03-17T16:18:03
44761343P,cash,-100.0,2024-03-18T13:30:45
44761343P,food,-122.38,2024-03-21T13:24:02
44761343P,leisure,-82.0,2024-03-21T10:31:55
44761343P,clothing,-129.25,2024-03-21T08:08:10
44761343P,education,-75.07,2024-03-21T15:20:34
44761343P,transport,-71.77,2024-03-23T20:02:01
44761343P,education,-63.93,2024-03-23T16:03:37
44761343P,travel,-1731.33,2024-03-23T02:37:22
44761343P,repairs,-225.27,2024-03-23T10:05:03
44761343P,food,-62.49,2024-03-28T17:06:11
44761343P,healthcare,-157.57,2024-03-28T20:52:18
44761343P,transport,-82.58,2024-03-29T15:08:57
44761343P,cash,-100.0,2024-03-30T13:16:31
44761343P,repairs,-156.0,2024-03-31T19:36:16
44761343P,salary,2173.48,2024-04-01T17:24:44
44761343P,food,-79.54,2024-04-01T14:03:41
44761343P,gifts,-760.98,2024-04-02T17:26:54
44761343P,mortgage,-919.36,2024-04-04T21:27:25
44761343P,water,-42.63,2024-04-06T14:31:49
44761343P,internet,-42.0,2024-04-06T14:28:53
44761343P,electricity,-64.42,2024-04-08T13:41:49
44761343P,gas,-48.13,2024-04-08T15:26:21
44761343P,phone,-43.53,2024-04-08T11:39:16
44761343P,transport,-78.69,2024-04-08T10:12:34
44761343P,healthcare,-65.86,2024-04-08T13:43:13
44761343P,food,-69.06,2024-04-09T06:58:41
44761343P,healthcare,-81.75,2024-04-11T12:49:52
44761343P,food,-99.45,2024-04-12T19:58:18
44761343P,cash,-100.0,2024-04-16T12:28:58
44761343P,cash,-100.0,2024-04-17T15:43:25
44761343P,leisure,-82.4,2024-04-18T16:38:46
44761343P,transport,-85.45,2024-04-20T17:33:39
44761343P,leisure,-65.56,2024-04-22T12:26:16
44761343P,clothing,-107.35,2024-04-25T08:18:03
44761343P,education,-74.87,2024-04-25T15:49:18
44761343P,cash,-100.0,2024-04-26T15:03:34
44761343P,leisure,-83.9,2024-04-27T19:14:32
44761343P,education,-53.34,2024-04-28T16:56:42
44761343P,repairs,-163.36,2024-04-29T11:28:18
44761343P,repairs,-179.97,2024-04-30T03:38:47
44761343P,gifts,-113.23,2024-04-30T08:03:32
44761343P,children,-501.49,2024-04-30T11:45:27
44761343P,salary,2173.48,2024-05-01T14:21:19
44761343P,children,-623.74,2024-05-01T17:45:28
44761343P,leisure,-84.97,2024-05-02T17:46:53
44761343P,mortgage,-919.36,2024-05-04T07:10:35
44761343P,water,-22.46,2024-05-05T14:19:41
44761343P,phone,-30.49,2024-05-05T20:59:43
44761343P,cash,-100.0,2024-05-05T12:25:21
44761343P,internet,-42.0,2024-05-06T20:42:22
44761343P,food,-105.51,2024-05-06T16:27:22
44761343P,travel,-1086.1,2024-05-06T08:11:32
44761343P,gas,-109.04,2024-05-07T08:50:00
44761343P,food,-65.63,2024-05-07T18:37:24
44761343P,electricity,-27.57,2024-05-08T17:42:38
44761343P,leisure,-78.89,2024-05-08T00:24:56
44761343P,food,-116.22,2024-05-09T11:49:17
44761343P,leisure,-34.52,2024-05-10T18:10:11
44761343P,travel,-404.11,2024-05-12T12:53:23
44761343P,children,-684.66,2024-05-12T22:45:56
44761343P,appliances,-410.93,2024-05-13T15:17:21
44761343P,repairs,-247.28,2024-05-17T21:22:05
44761343P,cash,-100.0,2024-05-19T08:48:13
44761343P,transport,-67.3,2024-05-21T21:26:42
44761343P,healthcare,-63.01,2024-05-21T10:46:22
44761343P,appliances,-385.5,2024-05-22T13:49:28
44761343P,cash,-100.0,2024-05-24T15:17:29
44761343P,food,-104.46,2024-05-25T08:12:59
44761343P,food,-107.71,2024-05-26T23:57:31
44761343P,food,-78.19,2024-05-27T06:50:52
44761343P,clothing,-56.97,2024-05-27T01:28:03
44761343P,food,-74.67,2024-05-28T10:47:02
44761343P,cash,-100.0,2024-05-30T13:40:38
44761343P,leisure,-36.52,2024-05-31T19:43:04
44761343P,salary,2173.48,2024-06-01T15:11:26
44761343P,extra_income,256.01,2024-06-01T15:11:26
44761343P,salary_bonus,1670.95,2024-06-01T15:11:26
44761343P,food,-101.98,2024-06-01T11:19:38
44761343P,leisure,-74.38,2024-06-01T08:38:44
44761343P,food,-97.88,2024-06-03T12:56:45
44761343P,clothing,-148.31,2024-06-03T15:50:00
44761343P,cash,-100.0,2024-06-03T08:43:34
44761343P,mortgage,-919.36,2024-06-04T20:42:35
44761343P,cash,-100.0,2024-06-04T09:31:21
44761343P,electricity,-65.76,2024-06-05T17:38:16
44761343P,cash,-100.0,2024-06-05T20:03:08
44761343P,gas,-88.02,2024-06-06T17:43:03
44761343P,internet,-42.0,2024-06-06T20:05:59
44761343P,leisure,-25.24,2024-06-06T08:15:52
44761343P,water,-36.26,2024-06-08T19:05:33
44761343P,phone,-33.6,2024-06-08T15:42:32
44761343P,transport,-54.6,2024-06-09T14:09:00
44761343P,leisure,-64.72,2024-06-13T14:02:53
44761343P,appliances,-337.1,2024-06-13T20:48:54
44761343P,clothing,-93.96,2024-06-14T10:14:59
44761343P,food,-108.19,2024-06-17T20:34:24
44761343P,appliances,-166.39,2024-06-17T14:30:18
44761343P,cash,-100.0,2024-06-18T20:09:00
44761343P,transport,-49.93,2024-06-19T20:04:07
44761343P,repairs,-96.88,2024-06-19T12:12:05
44761343P,gifts,-104.65,2024-06-19T13:14:02
44761343P,clothing,-72.86,2024-06-20T19:03:37
44761343P,healthcare,-189.37,2024-06-20T21:56:24
44761343P,cash,-100.0,2024-06-21T10:21:26
44761343P,children,-673.45,2024-06-21T11:01:19
44761343P,education,-77.27,2024-06-22T18:22:02
44761343P,food,-81.74,2024-06-25T18:03:05
44761343P,clothing,-147.43,2024-06-25T11:29:22
44761343P,cash,-100.0,2024-06-25T08:52:32
44761343P,children,-624.65,2024-06-25T13:29:03
44761343P,food,-66.75,2024-06-26T20:56:36
44761343P,leisure,-56.42,2024-06-28T09:52:25
44761343P,food,-78.97,2024-06-29T04:45:26
44761343P,cash,-100.0,2024-06-29T13:38:34
44761343P,repairs,-291.1,2024-06-29T11:29:14
44761343P,clothing,-126.44,2024-06-30T12:17:50
44761343P,gifts,-710.34,2024-06-30T17:28:30
44761343P,salary,2173.48,2024-07-01T15:50:59
44761343P,travel,-1290.87,2024-07-01T10:22:40
44761343P,leisure,-62.43,2024-07-03T21:42:04
44761343P,mortgage,-919.36,2024-07-04T08:40:29
44761343P,food,-110.96,2024-07-04T20:47:22
44761343P,cash,-100.0,2024-07-04T13:46:34
44761343P,electricity,-42.34,2024-07-05T11:54:21
44761343P,cash,-100.0,2024-07-05T19:58:42
44761343P,transport,-49.3,2024-07-06T09:53:55
44761343P,cash,-100.0,2024-07-06T14:19:51
44761343P,water,-38.87,2024-07-07T12:31:58
44761343P,gas,-62.61,2024-07-07T13:07:51
44761343P,phone,-41.1,2024-07-07T17:49:22
